도시,구,동,위도,경도
대구광역시,달서구,진천동,35.81221944,128.5215694
대구광역시,달서구,진천동,35.81706111,128.5264917
대구광역시,달서구,상인동,35.81633611,128.5360583
대구광역시,달서구,상인동,35.81401389,128.535125
대구광역시,달서구,송현동,35.82894167,128.5525667
대구광역시,달서구,송현동,35.83357222,128.5551
대구광역시,달서구,본동,35.83555278,128.5302722
대구광역시,달서구,이곡동,35.86142222,128.5044472
대구광역시,달서구,죽전동,35.85808611,128.5375583
대구광역시,달서구,감삼동,35.84903889,128.5347806
대구광역시,달서구,감삼동,35.85407222,128.5430278
대구광역시,달서구,이곡동,35.85272,128.50368
대구광역시,달서구,두류동,35.857825,128.5705222
대구광역시,달서구,두류동,35.85666944,128.5659111
대구광역시,달서구,본동,35.83580278,128.5359806
대구광역시,달서구,송현1동,35.82415556,128.548225
대구광역시,달서구,송현1동,35.82597222,128.5462694
대구광역시,달서구,송현1동,35.83114722,128.5582333
대구광역시,달서구,진천동,35.81201389,128.5281139
대구광역시,달서구,진천동,35.81168333,128.5227472
대구광역시,달서구,상인2동,35.81360278,128.5400694
대구광역시,달서구,성당동,35.84626667,128.5475444
대구광역시,달서구,성당동,35.83814444,128.5569556
대구광역시,달서구,성당동,35.84851944,128.5680667
대구광역시,달서구,두류동,35.8536,128.5497667
대구광역시,달서구,두류동,35.85370833,128.5523222
대구광역시,달서구,감삼동,35.84818333,128.5325361
대구광역시,달서구,감삼동,35.85100556,128.5424667
대구광역시,달서구,감삼동,35.84478056,128.5415472
대구광역시,달서구,두류동,35.85943333,128.5722667
대구광역시,달서구,두류동,35.85775833,128.5723861
대구광역시,달서구,두류동,35.85522778,128.5679083
대구광역시,달서구,두류동,35.85905,128.5639111
대구광역시,달서구,본리동,35.84176944,128.5380028
대구광역시,달서구,성당동,35.844125,128.5488222
대구광역시,달서구,장기동,35.84887778,128.5147694
대구광역시,달서구,도원동,35.80673889,128.5488806
대구광역시,달서구,월성1동,35.823275,128.525325
대구광역시,달서구,진천동,35.80992222,128.5278028
대구광역시,달서구,월성1동,35.82231944,128.5216917
대구광역시,달서구,월암동,35.83306111,128.4998611
대구광역시,달서구,송현동,35.830971,128.55874
대구광역시,달서구,대천동,35.8174,128.5197694
대구광역시,달서구,진천동,35.80873333,128.5193722
대구광역시,달서구,상인1동,35.81953889,128.5390917
대구광역시,달서구,본동,35.83388333,128.5337139
대구광역시,달서구,상인2동,35.810725,128.5353694
대구광역시,달서구,상인2동,35.81688611,128.537225
대구광역시,달서구,진천동,35.80732778,128.5218167
대구광역시,달서구,도원동,35.80683056,128.5454472
대구광역시,달서구,진천동,35.81291944,128.5326139
대구광역시,달서구,도원동,35.80507222,128.541325
대구광역시,달서구,상인2동,35.81501667,128.5366583
대구광역시,달서구,상인1동,35.81668333,128.5472361
대구광역시,달서구,송현1동,35.82644722,128.5558333
대구광역시,달서구,본동,35.83388889,128.5345639
대구광역시,달서구,월성2동,35.83492778,128.5324361
대구광역시,달서구,월성1동,35.82418889,128.5323583
대구광역시,달서구,진천동,35.81058056,128.5316694
대구광역시,달서구,진천동,35.81421111,128.5292778
대구광역시,달서구,송현1동,35.82451389,128.5526444
대구광역시,달서구,도원동,35.807575,128.5409917
대구광역시,달서구,상인2동,35.81106667,128.5440028
대구광역시,달서구,도원동,35.80503611,128.5321806
대구광역시,달서구,도원동,35.80819167,128.5383667
대구광역시,달서구,송현1동,35.82916667,128.5536111
대구광역시,달서구,월성2동,35.83186944,128.528825
대구광역시,달서구,상인3동,35.80710278,128.5516028
대구광역시,달서구,상인3동,35.80967778,128.550075
대구광역시,달서구,상인1동,35.81517778,128.5467528
대구광역시,달서구,도원동,35.80819722,128.5334028
대구광역시,달서구,월성2동,35.82864167,128.5296028
대구광역시,달서구,도원동,35.80889722,128.5302917
대구광역시,달서구,도원동,35.80421389,128.5320472
대구광역시,달서구,진천동,35.80745278,128.5191944
대구광역시,달서구,상인1동,35.81601111,128.5490694
대구광역시,달서구,상인1동,35.81773889,128.5413139
대구광역시,달서구,본동,35.8317,128.5351917
대구광역시,달서구,상인3동,35.8129942,128.5490394
대구광역시,달서구,도원동,35.80516389,128.5376139
대구광역시,달서구,도원동,35.80561944,128.5340667
대구광역시,달서구,상인1동,35.816275,128.5423333
대구광역시,달서구,월성2동,35.82961667,128.5310806
대구광역시,달서구,상인3동,35.812275,128.5460694
대구광역시,달서구,송현1동,35.82295,128.5502694
대구광역시,달서구,도원동,35.80590833,128.5299361
대구광역시,달서구,상인1동,35.81841389,128.5433278
대구광역시,달서구,상인1동,35.81425833,128.5443583
대구광역시,달서구,월성2동,35.83314444,128.5316417
대구광역시,달서구,이곡동,35.850175,128.5129472
대구광역시,달서구,용산1동,35.85158611,128.5326472
대구광역시,달서구,감삼동,35.84547222,128.5423361
대구광역시,달서구,호산동,35.84385278,128.4881389
대구광역시,달서구,감삼동,35.84715833,128.5324806
대구광역시,달서구,성당동,35.84622222,128.5465444
대구광역시,달서구,신당동,35.85777778,128.4969944
대구광역시,달서구,장기동,35.84309444,128.5328472
대구광역시,달서구,이곡2동,35.85419167,128.5021167
대구광역시,달서구,죽전동,35.85863333,128.5358028
대구광역시,달서구,용산2동,35.85802222,128.5227361
대구광역시,달서구,장기동,35.84949167,128.5138694
대구광역시,달서구,본리동,35.83968056,128.5322694
대구광역시,달서구,본리동,35.83910278,128.5291917
대구광역시,달서구,이곡1동,35.85994444,128.5132583
대구광역시,달서구,두류동,35.85947222,128.5711556
대구광역시,달서구,두류동,35.85207222,128.5523639
대구광역시,달서구,신당동,35.85716667,128.4935389
대구광역시,달서구,이곡1동,35.85573056,128.5079694
대구광역시,달서구,성당동,35.841372,128.545333
대구광역시,달서구,용산1동,35.856375,128.5329722
대구광역시,달서구,용산2동,35.86043611,128.5236528
대구광역시,달서구,이곡1동,35.85686389,128.5125361
대구광역시,달서구,용산2동,35.86147222,128.5210083
대구광역시,달서구,용산1동,35.85989444,128.5263028
대구광역시,달서구,호산동,35.85151389,128.4836389
대구광역시,달서구,용산2동,35.85196667,128.5181472
대구광역시,달서구,신당동,35.85309167,128.4970472
대구광역시,달서구,용산1동,35.86016389,128.5287472
대구광역시,달서구,호산동,35.85121111,128.4870861
대구광역시,달서구,용산2동,35.85736111,128.5178556
대구광역시,달서구,이곡2동,35.85716111,128.5047389
대구광역시,달서구,신당동,35.86094167,128.4992722
대구광역시,달서구,용산1동,35.85398056,128.5338028
대구광역시,달서구,이곡2동,35.85766944,128.5043944
대구광역시,달서구,용산2동,35.85668611,128.5178417
대구광역시,달서구,용산2동,35.85330556,128.5177722
대구광역시,달서구,신당동,35.85843889,128.4989306
대구광역시,달서구,이곡1동,35.86180556,128.5139389
대구광역시,달서구,감삼동,35.849825,128.5456083
대구광역시,달서구,이곡2동,35.86025833,128.504725
대구광역시,달서구,이곡2동,35.852725,128.5032056
대구광역시,달서구,용산1동,35.85514722,128.5314722
대구광역시,달서구,용산1동,35.86054167,128.5290028
대구광역시,달서구,용산2동,35.85397778,128.5181861
대구광역시,달서구,용산1동,35.85634167,128.5249611
대구광역시,달서구,장기동,35.84475,128.5285361
대구광역시,달서구,장기동,35.84645556,128.5275139
대구광역시,달서구,감삼동,35.84369167,128.5442778
대구광역시,달서구,도원동,35.80635278,128.5432917
대구광역시,달서구,송현동,35.83336389,128.5472667
대구광역시,달서구,상인동,35.81538056,128.5433361
대구광역시,달서구,본동,35.83444167,128.544725
대구광역시,달서구,송현동,35.82933333,128.5443694
대구광역시,달서구,송현동,35.82304722,128.5516222
대구광역시,달서구,도원동,35.80619444,128.5317139
대구광역시,달서구,상인동,35.80717778,128.5515361
대구광역시,달서구,감삼동,35.84416667,128.540725
대구광역시,달서구,이곡동,35.85273056,128.5130917
대구광역시,달서구,호산동,35.84975833,128.4816056
대구광역시,달서구,성당동,35.84111389,128.5467444
대구광역시,달서구,이곡동,35.85646389,128.5128028
대구광역시,달서구,용산동,35.85404444,128.5317694
대구광역시,달서구,두류동,35.85372778,128.5723
대구광역시,달서구,두류동,35.85972778,128.5707444
대구광역시,달서구,두류동,35.85612222,128.5562111
대구광역시,달서구,월성동,35.83033611,128.5289028
대구광역시,달서구,월성동,35.82731389,128.5343139
대구광역시,달서구,상인3동,35.80785278,128.5546139
대구광역시,달서구,대곡동,35.80748889,128.5280472
대구광역시,달서구,도원동,35.8062,128.5436917
대구광역시,달서구,월성동,35.83121389,128.5332583
대구광역시,달서구,대천동,35.82363611,128.5134167
대구광역시,달서구,본리동,35.84146944,128.529025
대구광역시,달서구,이곡동,35.8576,128.5147694
대구광역시,달서구,이곡동,35.85774167,128.5006833
대구광역시,달서구,이곡동,35.85615833,128.5003056
대구광역시,달서구,이곡동,35.8544,128.5146806
대구광역시,달서구,호산동,35.84951944,128.4843833
대구광역시,달서구,두류동,35.85749444,128.5711889
대구광역시,달서구,성당동,35.85125833,128.5695556
대구광역시,달서구,성당동,35.84519722,128.5453556
대구광역시,달서구,성당동,35.84576389,128.5453333
대구광역시,달서구,호산동,35.85518333,128.4784611
대구광역시,달서구,상인1동,35.82483056,128.5382361
대구광역시,달서구,유천동,35.81240556,128.5161722
대구광역시,달서구,월성동,35.82825278,128.5296694
대구광역시,달서구,이곡동,35.858665,128.5005574
대구광역시,달서구,이곡동,35.85662222,128.5007722
대구광역시,달서구,대곡동,35.80651667,128.5115278
대구광역시,달서구,상인동,35.811496,128.551367
대구광역시,달서구,두류동,35.86104722,128.5705889
대구광역시,달서구,두류동,35.86149444,128.5727861
대구광역시,달서구,두류동,35.85983056,128.5732528
대구광역시,달서구,본리동,35.83991944,128.5415694
대구광역시,달서구,본리동,35.84046389,128.5290917
대구광역시,달서구,장기동,35.84652222,128.5272583
대구광역시,달서구,용산2동,35.86102222,128.5197917
대구광역시,달서구,이곡1동,35.86076111,128.5104361
대구광역시,달서구,이곡1동,35.85701111,128.5148472
대구광역시,달서구,이곡2동,35.85938333,128.5002611
대구광역시,달서구,호림동,35.83650556,128.48875
대구광역시,달서구,호림동,35.83822778,128.4787056
대구광역시,달서구,호산동,35.842518,128.488925
대구광역시,달서구,호산동,35.85254444,128.4784833
대구광역시,달서구,호산동,35.84881111,128.4833833
대구광역시,달서구,월성1동,35.82733889,128.5249806
대구광역시,달서구,월성1동,35.82407778,128.5272917
대구광역시,달서구,월성1동,35.82368333,128.5263028
대구광역시,달서구,월성2동,35.83663611,128.5243806
대구광역시,달서구,대천동,35.83436111,128.4841611
대구광역시,달서구,대천동,35.83210833,128.4871278
대구광역시,달서구,유천동,35.8147,128.5159389
대구광역시,달서구,도원동,35.80565,128.5473139
대구광역시,달서구,두류3동,35.8564,128.5582444
대구광역시,달서구,두류3동,35.85564167,128.5566333
대구광역시,달서구,본리동,35.83875556,128.5358806
대구광역시,달서구,감삼동,35.84362778,128.5388028
대구광역시,달서구,장기동,35.8440097,128.5325291
대구광역시,달서구,용산1동,35.86039722,128.530425
대구광역시,달서구,이곡1동,35.85030278,128.5142917
대구광역시,달서구,신당동,35.85754167,128.4941056
대구광역시,달서구,월성1동,35.82268611,128.5223028
대구광역시,달서구,유천동,35.8157485,128.5159497
대구광역시,달서구,대곡동,35.80737778,128.5210056
대구광역시,달서구,대곡동,35.80636389,128.5210944
대구광역시,달서구,진천동,35.809912,128.521396
대구광역시,달서구,상인1동,35.82163611,128.5310694
대구광역시,달서구,상인1동,35.81812778,128.547725
대구광역시,달서구,상인2동,35.812525,128.5405139
대구광역시,달서구,상인2동,35.814882,128.540301
대구광역시,달서구,상인3동,35.80612222,128.5511028
대구광역시,달서구,상인3동,35.811325,128.5493472
대구광역시,달서구,상인3동,35.809226,128.55021
대구광역시,달서구,송현1동,35.82372222,128.5521444
대구광역시,달서구,송현2동,35.82243611,128.5443583
대구광역시,달서구,본동,35.83516389,128.5447583
대구광역시,달서구,두류2동,35.85893889,128.5674222
대구광역시,달서구,본리동,35.8381332,128.5293503
대구광역시,달서구,본리동,35.8423473,128.5381135
대구광역시,달서구,본리동,35.838625,128.533325
대구광역시,달서구,본리동,35.838246,128.540543
대구광역시,달서구,본리동,35.838265,128.538752
대구광역시,달서구,본리동,35.83858333,128.5314583
대구광역시,달서구,본리동,35.839388,128.532203
대구광역시,달서구,감삼동,35.85371944,128.5429667
대구광역시,달서구,죽전동,35.853133,128.536627
대구광역시,달서구,장기동,35.842569,128.532997
대구광역시,달서구,장기동,35.847629,128.52129
대구광역시,달서구,용산1동,35.85492222,128.5308472
대구광역시,달서구,용산1동,35.85693056,128.5323694
대구광역시,달서구,용산2동,35.85316667,128.517925
대구광역시,달서구,용산2동,35.85701944,128.5189361
대구광역시,달서구,이곡1동,35.861284,128.512827
대구광역시,달서구,이곡1동,35.86083611,128.5126583
대구광역시,달서구,이곡1동,35.86015833,128.5130694
대구광역시,달서구,이곡1동,35.86078611,128.5086806
대구광역시,달서구,이곡1동,35.85990278,128.5099139
대구광역시,달서구,이곡1동,35.85730833,128.5113806
대구광역시,달서구,이곡1동,35.85709444,128.5090583
대구광역시,달서구,이곡1동,35.85365278,128.5151694
대구광역시,달서구,갈산동,35.84156389,128.5053278
대구광역시,달서구,신당동,35.85975,128.4985944
대구광역시,달서구,신당동,35.85110833,128.4978722
대구광역시,달서구,신당동,35.85680278,128.4973389
대구광역시,달서구,신당동,35.85824444,128.4952833
대구광역시,달서구,월성2동,35.8349768,128.5234405
대구광역시,달서구,진천동,35.81113056,128.5255694
대구광역시,달서구,대곡동,35.80621111,128.5119167
대구광역시,달서구,상인2동,35.81365833,128.538625
대구광역시,달서구,상인2동,35.81799722,128.5373917
대구광역시,달서구,도원동,35.80771111,128.5361917
대구광역시,달서구,송현1동,35.822875,128.5480806
대구광역시,달서구,송현1동,35.820331,128.551221
대구광역시,달서구,송현1동,35.830964,128.559216
대구광역시,달서구,송현1동,35.82809167,128.5565667
대구광역시,달서구,송현1동,35.83125556,128.5563889
대구광역시,달서구,송현1동,35.830234,128.556661
대구광역시,달서구,송현1동,35.82498611,128.5516222
대구광역시,달서구,송현1동,35.829817,128.553289
대구광역시,달서구,송현1동,35.82971667,128.5564111
대구광역시,달서구,송현2동,35.83058889,128.5494556
대구광역시,달서구,송현2동,35.83315556,128.5513667
대구광역시,달서구,송현2동,35.8322911,128.5486562
대구광역시,달서구,송현2동,35.834985,128.553399
대구광역시,달서구,송현2동,35.83023333,128.5459806
대구광역시,달서구,송현2동,35.83336389,128.5528444
대구광역시,달서구,송현2동,35.836275,128.5527889
대구광역시,달서구,송현2동,35.830732,128.548022
대구광역시,달서구,송현2동,35.8288591,128.5479654
대구광역시,달서구,송현2동,35.83339722,128.5452694
대구광역시,달서구,송현2동,35.82533333,128.5445361
대구광역시,달서구,본동,35.83388611,128.5366472
대구광역시,달서구,본동,35.83504722,128.5351694
대구광역시,달서구,본동,35.83658,128.541308
대구광역시,달서구,본동,35.835975,128.5376917
대구광역시,달서구,본동,35.8362201,128.5314533
대구광역시,달서구,성당동,35.843959,128.553529
대구광역시,달서구,성당동,35.838,128.5507556
대구광역시,달서구,성당동,35.84764444,128.5461111
대구광역시,달서구,성당동,35.839949,128.551461
대구광역시,달서구,성당동,35.8466068,128.5648696
대구광역시,달서구,성당동,35.85058,128.57142
대구광역시,달서구,성당동,35.8416,128.5487222
대구광역시,달서구,성당동,35.84155,128.5549667
대구광역시,달서구,성당동,35.83858056,128.5538333
대구광역시,달서구,성당동,35.84628889,128.5500667
대구광역시,달서구,성당동,35.83994167,128.5527556
대구광역시,달서구,성당동,35.8527314,128.5709083
대구광역시,달서구,성당동,35.83793611,128.5527444
대구광역시,달서구,두류1동,35.86182778,128.5725861
대구광역시,달서구,두류동,35.8611054,128.5734742
대구광역시,달서구,두류2동,35.85311389,128.5690556
대구광역시,달서구,두류2동,35.857475,128.5608778
대구광역시,달서구,두류2동,35.858367,128.564175
대구광역시,달서구,두류2동,35.85750833,128.5684778
대구광역시,달서구,용산동,35.8517801,128.5179574
대구광역시,달서구,두류3동,35.85527222,128.5526
대구광역시,달서구,두류3동,35.85598333,128.5534556
대구광역시,달서구,두류3동,35.85418611,128.5517444
대구광역시,달서구,두류3동,35.85235,128.5490889
대구광역시,달서구,두류3동,35.85371389,128.5551778
대구광역시,달서구,두류3동,35.851733,128.55333
대구광역시,달서구,본리동,35.8428534,128.5383574
대구광역시,달서구,본리동,35.839913,128.535943
대구광역시,달서구,본리동,35.841217,128.534647
대구광역시,달서구,본리동,35.840775,128.5426583
대구광역시,달서구,본리동,35.84018055,128.5333472
대구광역시,달서구,감삼동,35.84675,128.5414361
대구광역시,달서구,감삼동,35.851205,128.545979
대구광역시,달서구,감삼동,35.85065278,128.5418222
대구광역시,달서구,감삼동,35.84553889,128.5391139
대구광역시,달서구,감삼동,35.84850278,128.5431333
대구광역시,달서구,감삼동,35.850215,128.54093
대구광역시,달서구,감삼동,35.84796111,128.5422556
대구광역시,달서구,감삼동,35.84902222,128.5429556
대구광역시,달서구,감삼동,35.85461,128.540995
대구광역시,달서구,감삼동,35.8547873,128.5462192
대구광역시,달서구,용산1동,35.861525,128.5272028
대구광역시,달서구,용산1동,35.85694722,128.5315694
대구광역시,달서구,용산1동,35.85446944,128.5239472
대구광역시,달서구,용산2동,35.85886667,128.5248917
대구광역시,달서구,용산2동,35.85862222,128.5238583
대구광역시,달서구,이곡1동,35.849435,128.510493
대구광역시,달서구,호림동,35.83907778,128.49025
대구광역시,달서구,상인1동,35.82011944,128.5325472
대구광역시,달서구,송현1동,35.82299444,128.5535889
대구광역시,달서구,송현1동,35.82280556,128.5534222
대구광역시,달서구,송현1동,35.82373889,128.5477361
대구광역시,달서구,송현1동,35.82382778,128.5465583
대구광역시,달서구,송현2동,35.83312222,128.5460361
대구광역시,달서구,송현2동,35.83623333,128.5540778
대구광역시,달서구,송현2동,35.82661667,128.5452028
대구광역시,달서구,송현2동,35.82584444,128.5454806
대구광역시,달서구,송현2동,35.831367,128.550087
대구광역시,달서구,송현2동,35.828445,128.547631
대구광역시,달서구,본동,35.83475278,128.5297361
대구광역시,달서구,본동,35.83618333,128.5385806
대구광역시,달서구,본동,35.836175,128.5351361
대구광역시,달서구,본동,35.833458,128.5364999
대구광역시,달서구,본동,35.836775,128.5351806
대구광역시,달서구,유천동,35.8171484,128.5146796
대구광역시,달서구,본동,35.8359581,128.5397072
대구광역시,달서구,본리동,35.83983611,128.5325583
대구광역시,달서구,본리동,35.83846389,128.529125
대구광역시,달서구,장동,35.8410853,128.5261747
대구광역시,달서구,용산1동,35.85578056,128.5296917
대구광역시,달서구,이곡1동,35.85839722,128.5150361
대구광역시,달서구,성당동,35.852925,128.5716111
대구광역시,달서구,두류동,35.86025556,128.5734306
대구광역시,달서구,감삼동,35.84417222,128.5394806
대구광역시,달서구,장기동,35.85089167,128.5250806
대구광역시,달서구,용산동,35.86388889,128.5239917
대구광역시,달서구,상인2동,35.81480833,128.5337694
대구광역시,달서구,도원동,35.80792778,128.5351806
대구광역시,달서구,송현동,35.82751944,128.5528889
대구광역시,달서구,송현동,35.82694167,128.5539222
대구광역시,달서구,송현동,35.82706389,128.5556667
대구광역시,달서구,송현동,35.82860556,128.5602556
대구광역시,달서구,송현동,35.83141111,128.5466694
대구광역시,달서구,송현동,35.83503889,128.5494222
대구광역시,달서구,송현동,35.82962778,128.5466139
대구광역시,달서구,송현동,35.83194444,128.5500333
대구광역시,달서구,송현동,35.83275,128.5466361
대구광역시,달서구,본동,35.83654444,128.5429028
대구광역시,달서구,본동,35.835,128.5405583
대구광역시,달서구,본동,35.83480278,128.5378806
대구광역시,달서구,성당동,35.85187222,128.5716778
대구광역시,달서구,성당동,35.85171389,128.5703444
대구광역시,달서구,성당동,35.84411944,128.5517111
대구광역시,달서구,성당동,35.84575833,128.5501222
대구광역시,달서구,성당동,35.84523889,128.5468556
대구광역시,달서구,성당동,35.84575,128.5472
대구광역시,달서구,성당동,35.8392874,128.5561826
대구광역시,달서구,성당동,35.839125,128.5545778
대구광역시,달서구,성당동,35.83945,128.5521444
대구광역시,달서구,성당동,35.84525556,128.5487
대구광역시,달서구,두류동,35.8558128,128.5601567
대구광역시,달서구,두류동,35.85790278,128.5601889
대구광역시,달서구,두류동,35.8571114,128.5618881
대구광역시,달서구,두류동,35.8583,128.5624667
대구광역시,달서구,두류동,35.85630556,128.5615
대구광역시,달서구,두류동,35.86068611,128.5687556
대구광역시,달서구,두류동,35.85882778,128.5688222
대구광역시,달서구,두류동,35.858775,128.5712333
대구광역시,달서구,두류동,35.85658611,128.5725889
대구광역시,달서구,두류동,35.85411111,128.5696111
대구광역시,달서구,두류동,35.85363056,128.5701889
대구광역시,달서구,두류동,35.86122222,128.5741639
대구광역시,달서구,두류동,35.856075,128.5700444
대구광역시,달서구,두류동,35.85416944,128.5565556
대구광역시,달서구,두류동,35.85372222,128.5570778
대구광역시,달서구,두류동,35.850975,128.5528667
대구광역시,달서구,두류동,35.8547451,128.5574939
대구광역시,달서구,두류동,35.85411667,128.5497222
대구광역시,달서구,두류동,35.85478611,128.5513556
대구광역시,달서구,두류동,35.85325278,128.5529
대구광역시,달서구,본리동,35.84000278,128.5288806
대구광역시,달서구,본리동,35.84095,128.530125
대구광역시,달서구,본리동,35.83854167,128.529825
대구광역시,달서구,본리동,35.83811111,128.5468
대구광역시,달서구,본리동,35.83875,128.5430028
대구광역시,달서구,감삼동,35.84671389,128.5438667
대구광역시,달서구,감삼동,35.84619167,128.5403472
대구광역시,달서구,감삼동,35.84617778,128.5382472
대구광역시,달서구,감삼동,35.84747222,128.5311472
대구광역시,달서구,감삼동,35.84653333,128.5442222
대구광역시,달서구,감삼동,35.85183889,128.5473556
대구광역시,달서구,감삼동,35.84676111,128.5391472
대구광역시,달서구,감삼동,35.84937778,128.5423
대구광역시,달서구,감삼동,35.84835,128.5439778
대구광역시,달서구,감삼동,35.8490106,128.5392306
대구광역시,달서구,감삼동,35.85021111,128.5399917
대구광역시,달서구,죽전동,35.85676389,128.5362028
대구광역시,달서구,죽전동,35.85740556,128.5378917
대구광역시,달서구,용산동,35.85806111,128.5328806
대구광역시,달서구,갈산동,35.84253889,128.5022389
대구광역시,달서구,호림동,35.83901111,128.4909833
대구광역시,달서구,중리동,35.85766389,128.5404444
대구광역시,달서구,장기동,35.845075,128.5325361
대구광역시,달서구,성당동,35.8500351,128.5687012
대구광역시,달서구,성당동,35.84994722,128.5697
대구광역시,달서구,두류동,35.85310278,128.5730889
대구광역시,달서구,본리동,35.840025,128.5314361
대구광역시,달서구,감삼동,35.8559852,128.5449535
대구광역시,달서구,감삼동,35.85469167,128.5446889
대구광역시,달서구,감삼동,35.85448889,128.5427889
대구광역시,달서구,죽전동,35.85688333,128.535825
대구광역시,달서구,장기동,35.85005,128.5172361
대구광역시,달서구,장기동,35.84694444,128.5172028
대구광역시,달서구,장기동,35.85001944,128.5254361
대구광역시,달서구,장기동,35.84228889,128.521825
대구광역시,달서구,장기동,35.84298611,128.5238028
대구광역시,달서구,장기동,35.84421111,128.5235472
대구광역시,달서구,용산동,35.85533056,128.5252806
대구광역시,달서구,용산동,35.85211667,128.533225
대구광역시,달서구,용산동,35.85503056,128.5244583
대구광역시,달서구,이곡동,35.86235833,128.5111139
대구광역시,달서구,이곡동,35.85421389,128.5050167
대구광역시,달서구,본동,35.83365278,128.538425
대구광역시,달서구,진천동,35.80914444,128.5230694
대구광역시,달서구,대천동,35.81870833,128.51515
대구광역시,달서구,상인2동,35.81127222,128.5340139
대구광역시,달서구,송현동,35.83061389,128.5532111
대구광역시,달서구,송현동,35.82789167,128.546425
대구광역시,달서구,송현동,35.8339654,128.5474162
대구광역시,달서구,도원동,35.80670278,128.5463028
대구광역시,달서구,호산동,35.85068611,128.4876944
대구광역시,달서구,죽전동,35.852223,128.539053
대구광역시,달서구,장기동,35.849225,128.5182361
대구광역시,달서구,장기동,35.842316,128.528245
대구광역시,달서구,용산동,35.85578611,128.5287139
대구광역시,달서구,이곡동,35.8582584,128.5142706
대구광역시,달서구,이곡동,35.86198889,128.5056361
대구광역시,달서구,이곡동,35.86266111,128.5048361
대구광역시,달서구,호산동,35.852216,128.480131
대구광역시,달서구,월암동,35.82309,128.51675
대구광역시,달서구,대천동,35.819558,128.518611
대구광역시,달서구,진천동,35.810651,128.526682
대구광역시,달서구,진천동,35.809902,128.522068
대구광역시,달서구,상인동,35.8126483,128.549034
대구광역시,달서구,도원동,35.80152222,128.5498139
대구광역시,달서구,도원동,35.80583333,128.5442472
대구광역시,달서구,대곡동,35.807117,128.527968
대구광역시,달서구,송현동,35.832833,128.556258
대구광역시,달서구,송현동,35.8328433,128.552101
대구광역시,달서구,감삼동,35.84961944,128.5462556
대구광역시,달서구,장기동,35.8518645,128.5236495
대구광역시,달서구,월성동,35.82362778,128.5340583
대구광역시,달서구,본동,35.83549722,128.5337472
대구광역시,달서구,진천동,35.81564167,128.5251139
대구광역시,달서구,진천동,35.81054444,128.5186944
대구광역시,달서구,진천동,35.81139167,128.5182722
대구광역시,달서구,송현동,35.82364167,128.5521111
대구광역시,달서구,송현동,35.82316944,128.5475806
대구광역시,달서구,송현동,35.82854167,128.5438917
대구광역시,달서구,두류동,35.859013,128.573786
대구광역시,달서구,신당동,35.8582574,128.4945281
대구광역시,달서구,유천동,35.820108,128.51313
대구광역시,달서구,대곡동,35.8049092,128.5174775
대구광역시,달서구,유천동,35.8191953,128.5118127
대구광역시,달서구,두류동,35.85864722,128.5738528
대구광역시,달서구,두류동,35.85929444,128.5733972
대구광역시,달서구,두류동,35.85911389,128.5724306
대구광역시,달서구,두류동,35.86044167,128.5714972
대구광역시,달서구,두류동,35.85991667,128.5722417
대구광역시,달서구,송현동,35.83399167,128.5560556
대구광역시,달서구,송현동,35.83340833,128.5554111
대구광역시,달서구,송현동,35.83039444,128.5594444
대구광역시,달서구,송현동,35.83003889,128.5592111
대구광역시,달서구,송현동,35.82940278,128.5604
대구광역시,달서구,송현동,35.83181944,128.5582222
대구광역시,달서구,송현동,35.83186389,128.5555667
대구광역시,달서구,송현1동,35.8247749,128.5562865
대구광역시,달서구,용산1동,35.86348889,128.5261139
대구광역시,달서구,신당동,35.85771944,128.4987611
대구광역시,달서구,신당동,35.85729167,128.4984611
대구광역시,달서구,파호동,35.85274167,128.4743944
대구광역시,달서구,송현1동,35.83371667,128.5565333
대구광역시,달서구,송현1동,35.83353889,128.5571222
대구광역시,달서구,송현1동,35.83310556,128.5578778
대구광역시,달서구,송현1동,35.83252778,128.5581444
대구광역시,달서구,송현1동,35.83024444,128.5602111
대구광역시,달서구,송현1동,35.82988333,128.5582667
대구광역시,달서구,송현1동,35.82961944,128.5585111
대구광역시,달서구,송현1동,35.82935833,128.5587889
대구광역시,달서구,송현1동,35.82905278,128.5589778
대구광역시,달서구,성당동,35.84107778,128.5490444
대구광역시,달서구,성당동,35.84413333,128.5480667
대구광역시,달서구,성당동,35.84413611,128.5557667
대구광역시,달서구,성당동,35.84238889,128.5467667
대구광역시,달서구,성당동,35.846475,128.5514333
대구광역시,달서구,성당동,35.84628056,128.5451444
대구광역시,달서구,성당동,35.84402778,128.5448222
대구광역시,달서구,성당동,35.84565833,128.5518778
대구광역시,달서구,성당동,35.84037222,128.5561333
대구광역시,달서구,성당동,35.84238056,128.5531778
대구광역시,달서구,성당동,35.8424005,128.5495359
대구광역시,달서구,성당동,35.84456944,128.5545444
대구광역시,달서구,두류동,35.85513056,128.5702111
대구광역시,달서구,두류동,35.85838333,128.5670111
대구광역시,달서구,두류동,35.85856667,128.5701444
대구광역시,달서구,두류동,35.85955556,128.5735861
대구광역시,달서구,두류동,35.8551,128.5694778
대구광역시,달서구,두류동,35.85555556,128.5720222
대구광역시,달서구,두류동,35.85600833,128.5684444
대구광역시,달서구,두류동,35.85768611,128.5737861
