주소,동,위도,경도
대구광역시 달서구진천동 223-13,진천동 223-13,35.81446111,128.5293806
대구광역시 달서구대곡동 56-2,대곡동 56-2,35.80938056,128.5150833
대구광역시 달서구진천동 503,진천동 503,35.81322222,128.5252806
대구광역시 달서구월성동 1395-3,월성동 1395-3,35.8190242,128.5229352
대구광역시 달서구상인2동 1431-7,상인2동 1431-7,35.81483889,128.5354472
대구광역시 달서구상인1동 925,상인1동 925,35.81850556,128.5472306
대구광역시 달서구대천동 570-10,대천동 570-10,35.8176058,128.5253095
대구광역시 달서구진천동 373,진천동 373,35.81002222,128.5244472
대구광역시 달서구상인2동 278-1,상인2동 278-1,35.81525,128.5383139
대구광역시 달서구대곡동 37,대곡동 37,35.80828889,128.5123056
대구광역시 달서구본동 1108,본동 1108,35.83395,128.5386694
대구광역시 달서구월성1동 1181,월성1동 1181,35.822575,128.525825
대구광역시 달서구송현1동 439,송현1동 439,35.82704444,128.5524889
대구광역시 달서구월성2동 84-3,월성2동 84-3,35.83161944,128.5265694
대구광역시 달서구월성2동 273-1,월성2동 273-1,35.83380556,128.5301583
대구광역시 달서구상인3동 1563-1,상인3동 1563-1,35.81016667,128.5525972
대구광역시 달서구상인3동 1549,상인3동 1549,35.81451667,128.5491028
대구광역시 달서구도원동 1461,도원동 1461,35.80276944,128.5359583
대구광역시 달서구신당동 1840-1,신당동 1840-1,35.853075,128.4954167
대구광역시 달서구용산2동 905,용산2동 905,35.851825,128.5157028
대구광역시 달서구본리동 208-1,본리동 208-1,35.83840556,128.5447694
대구광역시 달서구이곡동 1191,이곡동 1191,35.85559167,128.5016944
대구광역시 달서구용산동 577-6,용산동 577-6,35.85947778,128.5209361
대구광역시 달서구신당동 1846-3,신당동 1846-3,35.85367778,128.4996056
대구광역시 달서구감삼동 52-2,감삼동 52-2,35.85499722,128.5422556
대구광역시 달서구이곡1동 1255,이곡1동 1255,35.85353333,128.5106028
대구광역시 달서구장기동 815-5,장기동 815-5,35.84363889,128.5281917
대구광역시 달서구본리동 215-1,본리동 215-1,35.83799722,128.5467667
대구광역시 달서구장기동 74-3,장기동 74-3,35.8517,128.5225083
대구광역시 달서구본리동 645-8,본리동 645-8,35.83970278,128.5332583
대구광역시 달서구신당동 494-2,신당동 494-2,35.85732778,128.4968833
대구광역시 달서구본리동 669,본리동 669,35.83855556,128.532525
대구광역시 달서구용산2동 477-1,용산2동 477-1,35.86021111,128.522525
대구광역시 달서구감삼동 164-13,감삼동 164-13,35.84813056,128.5401583
대구광역시 달서구죽전동 250-33,죽전동 250-33,35.85264722,128.5400472
대구광역시 달서구두류3동 745-6,두류3동 745-6,35.84695,128.5513444
대구광역시 달서구이곡1동 431,이곡1동 431,35.85596667,128.5082694
대구광역시 달서구성당동 298,성당동 298,35.83877222,128.5556667
대구광역시 달서구장기동 248,장기동 248,35.847462,128.5197928
대구광역시 달서구용산1동 226-14,용산1동 226-14,35.85226944,128.5318583
대구광역시 달서구이곡2동 1184-5,이곡2동 1184-5,35.85985278,128.5018056
대구광역시 달서구이곡1동 1306-3,이곡1동 1306-3,35.85746389,128.5102306
대구광역시 달서구용산2동 423,용산2동 423,35.853975,128.5217
대구광역시 달서구감삼동 295-8,감삼동 295-8,35.84527222,128.5427778
대구광역시 달서구용산1동 949,용산1동 949,35.855925,128.5280028
대구광역시 달서구신당동 1846-2,신당동 1846-2,35.85409167,128.4971167
대구광역시 달서구장기동 825-5,장기동 825-5,35.84258333,128.5283583
대구광역시 달서구두류3동 496-11,두류3동 496-11,35.85474167,128.5519417
대구광역시 달서구대천동 467,대천동 467,35.81645,128.5184833
대구광역시 달서구대천동 463,대천동 463,35.81696944,128.5181722
대구광역시 달서구상인동 477-3,상인동 477-3,35.81248889,128.5423361
대구광역시 달서구월성동 616,월성동 616,35.8248127,128.5269524
대구광역시 달서구월성동 277-2,월성동 277-2,35.83005833,128.5311806
대구광역시 달서구도원동 1463-1,도원동 1463-1,35.80464722,128.535425
대구광역시 달서구본리동 76-3,본리동 76-3,35.84241667,128.541525
대구광역시 달서구본리동 649-5,본리동 649-5,35.83938333,128.5338806
대구광역시 달서구장기동 29,장기동 29,35.8507882,128.5243441
대구광역시 달서구장기동 816-5,장기동 816-5,35.84349167,128.5295028
대구광역시 달서구파호동 90-2,파호동 90-2,35.84978333,128.4778167
대구광역시 달서구성당동 675-35,성당동 675-35,35.84519167,128.5502889
대구광역시 달서구용산동 485-1,용산동 485-1,35.85929722,128.5225917
대구광역시 달서구유천동 596,유천동 596,35.81656389,128.5180722
대구광역시 달서구죽전동 376-4,죽전동 376-4,35.85497222,128.5359472
대구광역시 달서구용산1동 892-2,용산1동 892-2,35.85398056,128.5338028
대구광역시 달서구도원동 950-3,도원동 950-3,35.79814167,128.5482472
대구광역시 달서구송현1동 1963-12,송현1동 1963-12,35.82519167,128.551
대구광역시 달서구송현동 1927-9,송현동 1927-9,35.82778889,128.5478361
대구광역시 달서구대곡동 19-18,대곡동 19-18,35.80595556,128.5110722
대구광역시 달서구대곡동 59-3,대곡동 59-3,35.80793056,128.5156389
대구광역시 달서구송현동 1937-1,송현동 1937-1,35.82818333,128.5511111
대구광역시 달서구상인동 1590-11,상인동 1590-11,35.80648611,128.5521139
대구광역시 달서구본동 804-2,본동 804-2,35.83397222,128.5412583
대구광역시 달서구도원동 1463-7,도원동 1463-7,35.8036431,128.5325276
대구광역시 달서구본동 780-1,본동 780-1,35.83661111,128.5393583
대구광역시 달서구성당동 824-82,성당동 824-82,35.83801389,128.5488333
대구광역시 달서구장기동 320-1,장기동 320-1,35.84309167,128.5158917
대구광역시 달서구장기동 220-4,장기동 220-4,35.84757778,128.5165028
대구광역시 달서구용산동 산155-8,용산동 산155-8,35.86425,128.5260139
대구광역시 달서구두류3동 488-22,두류3동 488-22,35.85565278,128.5547667
대구광역시 달서구두류동 116-19,두류동 116-19,35.85636111,128.5632528
대구광역시 달서구성당동 264-4,성당동 264-4,35.83774444,128.5542778
대구광역시 달서구감삼동 206-80,감삼동 206-80,35.84541389,128.5440667
대구광역시 달서구진천동 628-30,진천동 628-30,35.81221944,128.5215694
대구광역시 달서구진천동 559-12,진천동 559-12,35.81706111,128.5264917
대구광역시 달서구상인동 1411-4,상인동 1411-4,35.81633611,128.5360583
대구광역시 달서구상인동 1443-6,상인동 1443-6,35.81401389,128.535125
대구광역시 달서구송현동 1980-21,송현동 1980-21,35.82894167,128.5525667
대구광역시 달서구송현동 195-9,송현동 195-9,35.83357222,128.5551
대구광역시 달서구본동 610-8,본동 610-8,35.83555278,128.5302722
대구광역시 달서구이곡동 1321-5,이곡동 1321-5,35.86142222,128.5044472
대구광역시 달서구죽전동 180-1,죽전동 180-1,35.85808611,128.5375583
대구광역시 달서구감삼동 601-5,감삼동 601-5,35.84903889,128.5347806
대구광역시 달서구감삼동 49-3,감삼동 49-3,35.85407222,128.5430278
대구광역시 달서구이곡동 575-7,이곡동 575-7,35.85272,128.50368
대구광역시 달서구두류동 804-167,두류동 804-167,35.857825,128.5705222
대구광역시 달서구두류동 1282-30,두류동 1282-30,35.85666944,128.5659111
대구광역시 달서구본동 887-2,본동 887-2,35.83580278,128.5359806
대구광역시 달서구송현1동 1947-29,송현1동 1947-29,35.82415556,128.548225
대구광역시 달서구송현1동 1916-21,송현1동 1916-21,35.82597222,128.5462694
대구광역시 달서구송현1동 288-1,송현1동 288-1,35.83114722,128.5582333
대구광역시 달서구진천동 261-1,진천동 261-1,35.81201389,128.5281139
대구광역시 달서구진천동 492-20,진천동 492-20,35.81168333,128.5227472
대구광역시 달서구상인2동 565-9,상인2동 565-9,35.81360278,128.5400694
대구광역시 달서구성당동 711-6,성당동 711-6,35.84626667,128.5475444
대구광역시 달서구성당동 220-6,성당동 220-6,35.83814444,128.5569556
대구광역시 달서구성당동 81-5,성당동 81-5,35.84851944,128.5680667
대구광역시 달서구두류동 495-39,두류동 495-39,35.8536,128.5497667
대구광역시 달서구두류동 628-15,두류동 628-15,35.85370833,128.5523222
대구광역시 달서구감삼동 576-3,감삼동 576-3,35.84818333,128.5325361
대구광역시 달서구감삼동 136-9,감삼동 136-9,35.85100556,128.5424667
대구광역시 달서구감삼동 287-25,감삼동 287-25,35.84478056,128.5415472
대구광역시 달서구두류동 1207-104,두류동 1207-104,35.85943333,128.5722667
대구광역시 달서구두류동 804-44,두류동 804-44,35.85775833,128.5723861
대구광역시 달서구두류동 828-25,두류동 828-25,35.85522778,128.5679083
대구광역시 달서구두류동 103-12,두류동 103-12,35.85905,128.5639111
대구광역시 달서구본리동 64-6,본리동 64-6,35.84176944,128.5380028
대구광역시 달서구성당동 666-1,성당동 666-1,35.844125,128.5488222
대구광역시 달서구장기동 180-19,장기동 180-19,35.84887778,128.5147694
대구광역시 달서구도원동 607,도원동 607,35.80673889,128.5488806
대구광역시 달서구월성1동 1177-6,월성1동 1177-6,35.823275,128.525325
대구광역시 달서구진천동 289-7,진천동 289-7,35.80992222,128.5278028
대구광역시 달서구월성1동 1482,월성1동 1482,35.82231944,128.5216917
대구광역시 달서구월암동 1-40,월암동 1-40,35.83306111,128.4998611
대구광역시 달서구송현동 278,송현동 278,35.830971,128.55874
대구광역시 달서구대천동 486-9,대천동 486-9,35.8174,128.5197694
대구광역시 달서구진천동 728-1,진천동 728-1,35.80873333,128.5193722
대구광역시 달서구상인1동 745,상인1동 745,35.81953889,128.5390917
대구광역시 달서구본동 616-2,본동 616-2,35.83388333,128.5337139
대구광역시 달서구상인2동 1461,상인2동 1461,35.810725,128.5353694
대구광역시 달서구상인2동 1404,상인2동 1404,35.81688611,128.537225
대구광역시 달서구진천동 1024,진천동 1024,35.80732778,128.5218167
대구광역시 달서구도원동 1451,도원동 1451,35.80683056,128.5454472
대구광역시 달서구진천동 812,진천동 812,35.81291944,128.5326139
대구광역시 달서구도원동 1444-3,도원동 1444-3,35.80507222,128.541325
대구광역시 달서구상인2동 1429-1,상인2동 1429-1,35.81501667,128.5366583
대구광역시 달서구상인1동 1534,상인1동 1534,35.81668333,128.5472361
대구광역시 달서구송현1동 1977,송현1동 1977,35.82644722,128.5558333
대구광역시 달서구본동 616-3,본동 616-3,35.83388889,128.5345639
대구광역시 달서구월성2동 270-2,월성2동 270-2,35.83492778,128.5324361
대구광역시 달서구월성1동 500-1,월성1동 500-1,35.82418889,128.5323583
대구광역시 달서구진천동 832-3,진천동 832-3,35.81058056,128.5316694
대구광역시 달서구진천동 223-31,진천동 223-31,35.81421111,128.5292778
대구광역시 달서구송현1동 1966-5,송현1동 1966-5,35.82451389,128.5526444
대구광역시 달서구도원동 1439-3,도원동 1439-3,35.807575,128.5409917
대구광역시 달서구상인2동 1109-10,상인2동 1109-10,35.81106667,128.5440028
대구광역시 달서구도원동 1441-2 ,도원동 1441-2 ,35.80503611,128.5321806
대구광역시 달서구도원동 1438-2,도원동 1438-2,35.80819167,128.5383667
대구광역시 달서구송현1동 1982-1,송현1동 1982-1,35.82916667,128.5536111
대구광역시 달서구월성2동 273-3,월성2동 273-3,35.83186944,128.528825
대구광역시 달서구상인3동 1589,상인3동 1589,35.80710278,128.5516028
대구광역시 달서구상인3동 1581,상인3동 1581,35.80967778,128.550075
대구광역시 달서구상인1동 1522-1,상인1동 1522-1,35.81517778,128.5467528
대구광역시 달서구도원동 1429-3,도원동 1429-3,35.80819722,128.5334028
대구광역시 달서구월성2동 88,월성2동 88,35.82864167,128.5296028
대구광역시 달서구도원동 1428-1,도원동 1428-1,35.80889722,128.5302917
대구광역시 달서구도원동 1457-1,도원동 1457-1,35.80421389,128.5320472
대구광역시 달서구진천동 1014,진천동 1014,35.80745278,128.5191944
대구광역시 달서구상인1동 1543,상인1동 1543,35.81601111,128.5490694
대구광역시 달서구상인1동 1501-1,상인1동 1501-1,35.81773889,128.5413139
대구광역시 달서구본동 616-5,본동 616-5,35.8317,128.5351917
대구광역시 달서구상인3동 1559,상인3동 1559,35.8129942,128.5490394
대구광역시 달서구도원동 1443-1,도원동 1443-1,35.80516389,128.5376139
대구광역시 달서구도원동 1442-4,도원동 1442-4,35.80561944,128.5340667
대구광역시 달서구상인1동 1515-1,상인1동 1515-1,35.816275,128.5423333
대구광역시 달서구월성2동 277-2,월성2동 277-2,35.82961667,128.5310806
대구광역시 달서구상인3동 1557-1,상인3동 1557-1,35.812275,128.5460694
대구광역시 달서구송현1동 1955-1,송현1동 1955-1,35.82295,128.5502694
대구광역시 달서구도원동 1440-2,도원동 1440-2,35.80590833,128.5299361
대구광역시 달서구상인1동 1517-1,상인1동 1517-1,35.81841389,128.5433278
대구광역시 달서구상인1동 1523-1,상인1동 1523-1,35.81425833,128.5443583
대구광역시 달서구월성2동 270-3,월성2동 270-3,35.83314444,128.5316417
대구광역시 달서구이곡동 742-2,이곡동 742-2,35.850175,128.5129472
대구광역시 달서구용산1동 901-3,용산1동 901-3,35.85158611,128.5326472
대구광역시 달서구감삼동 295-10,감삼동 295-10,35.84547222,128.5423361
대구광역시 달서구호산동 716-22,호산동 716-22,35.84385278,128.4881389
대구광역시 달서구감삼동 550,감삼동 550,35.84715833,128.5324806
대구광역시 달서구성당동 700-6,성당동 700-6,35.84622222,128.5465444
대구광역시 달서구신당동 500-2,신당동 500-2,35.85777778,128.4969944
대구광역시 달서구장기동 554-16,장기동 554-16,35.84309444,128.5328472
대구광역시 달서구이곡2동 1204,이곡2동 1204,35.85419167,128.5021167
대구광역시 달서구죽전동 365,죽전동 365,35.85863333,128.5358028
대구광역시 달서구용산2동 534,용산2동 534,35.85802222,128.5227361
대구광역시 달서구장기동 180-82,장기동 180-82,35.84949167,128.5138694
대구광역시 달서구본리동 640-1,본리동 640-1,35.83968056,128.5322694
대구광역시 달서구본리동 1212-1,본리동 1212-1,35.83910278,128.5291917
대구광역시 달서구이곡1동 1349-7,이곡1동 1349-7,35.85994444,128.5132583
대구광역시 달서구두류동 1213,두류동 1213,35.85947222,128.5711556
대구광역시 달서구두류동 636-3,두류동 636-3,35.85207222,128.5523639
대구광역시 달서구신당동 1716,신당동 1716,35.85716667,128.4935389
대구광역시 달서구이곡1동 1240,이곡1동 1240,35.85573056,128.5079694
대구광역시 달서구성당동 599-5,성당동 599-5,35.841372,128.545333
대구광역시 달서구용산1동 873,용산1동 873,35.856375,128.5329722
대구광역시 달서구용산2동 564-1,용산2동 564-1,35.86043611,128.5236528
대구광역시 달서구이곡1동 1304-2,이곡1동 1304-2,35.85686389,128.5125361
대구광역시 달서구용산2동 517,용산2동 517,35.86147222,128.5210083
대구광역시 달서구용산1동 922-1,용산1동 922-1,35.85989444,128.5263028
대구광역시 달서구호산동 368-1,호산동 368-1,35.85151389,128.4836389
대구광역시 달서구용산2동 410-1,용산2동 410-1,35.85196667,128.5181472
대구광역시 달서구신당동 1844-1,신당동 1844-1,35.85309167,128.4970472
대구광역시 달서구용산1동 918-1,용산1동 918-1,35.86016389,128.5287472
대구광역시 달서구호산동 357,호산동 357,35.85121111,128.4870861
대구광역시 달서구용산2동 419-2,용산2동 419-2,35.85736111,128.5178556
대구광역시 달서구이곡2동 1192-1,이곡2동 1192-1,35.85716111,128.5047389
대구광역시 달서구신당동 1683,신당동 1683,35.86094167,128.4992722
대구광역시 달서구용산1동 892-2,용산1동 892-2,35.85398056,128.5338028
대구광역시 달서구이곡2동 1189-3,이곡2동 1189-3,35.85766944,128.5043944
대구광역시 달서구용산2동 416-2,용산2동 416-2,35.85668611,128.5178417
대구광역시 달서구용산2동 412-2,용산2동 412-2,35.85330556,128.5177722
대구광역시 달서구신당동 1759-1,신당동 1759-1,35.85843889,128.4989306
대구광역시 달서구이곡1동 1342-1,이곡1동 1342-1,35.86180556,128.5139389
대구광역시 달서구감삼동 123,감삼동 123,35.849825,128.5456083
대구광역시 달서구이곡2동 1314-2,이곡2동 1314-2,35.86025833,128.504725
대구광역시 달서구이곡2동 1216,이곡2동 1216,35.852725,128.5032056
대구광역시 달서구용산1동 952,용산1동 952,35.85514722,128.5314722
대구광역시 달서구용산1동 911-1,용산1동 911-1,35.86054167,128.5290028
대구광역시 달서구용산2동 414-3,용산2동 414-3,35.85397778,128.5181861
대구광역시 달서구용산1동 940-7,용산1동 940-7,35.85634167,128.5249611
대구광역시 달서구장기동 813-2,장기동 813-2,35.84475,128.5285361
대구광역시 달서구장기동 814-2,장기동 814-2,35.84645556,128.5275139
대구광역시 달서구감삼동 287-57,감삼동 287-57,35.84369167,128.5442778
대구광역시 달서구도원동 1444-4,도원동 1444-4,35.80635278,128.5432917
대구광역시 달서구송현동 500-54,송현동 500-54,35.83336389,128.5472667
대구광역시 달서구상인동 1519,상인동 1519,35.81538056,128.5433361
대구광역시 달서구본동 275-1,본동 275-1,35.83444167,128.544725
대구광역시 달서구송현동 1900-4,송현동 1900-4,35.82933333,128.5443694
대구광역시 달서구송현동 1961,송현동 1961,35.82304722,128.5516222
대구광역시 달서구도원동 1441-3,도원동 1441-3,35.80619444,128.5317139
대구광역시 달서구상인동 1589,상인동 1589,35.80717778,128.5515361
대구광역시 달서구감삼동 319-3,감삼동 319-3,35.84416667,128.540725
대구광역시 달서구이곡동 1258-4,이곡동 1258-4,35.85273056,128.5130917
대구광역시 달서구호산동 400-2,호산동 400-2,35.84975833,128.4816056
대구광역시 달서구성당동 836,성당동 836,35.84111389,128.5467444
대구광역시 달서구이곡동 1304-3,이곡동 1304-3,35.85646389,128.5128028
대구광역시 달서구용산동 954-15,용산동 954-15,35.85404444,128.5317694
대구광역시 달서구두류동 825-26,두류동 825-26,35.85372778,128.5723
대구광역시 달서구두류동 1214-1,두류동 1214-1,35.85972778,128.5707444
대구광역시 달서구두류동 487-22,두류동 487-22,35.85612222,128.5562111
대구광역시 달서구월성동 277-1,월성동 277-1,35.83033611,128.5289028
대구광역시 달서구월성동 364-3,월성동 364-3,35.82731389,128.5343139
대구광역시 달서구상인3동 1592-3,상인3동 1592-3,35.80785278,128.5546139
대구광역시 달서구대곡동 410,대곡동 410,35.80748889,128.5280472
대구광역시 달서구도원동 1454,도원동 1454,35.8062,128.5436917
대구광역시 달서구월성동 280-1,월성동 280-1,35.83121389,128.5332583
대구광역시 달서구대천동 1022,대천동 1022,35.82363611,128.5134167
대구광역시 달서구본리동 1205,본리동 1205,35.84146944,128.529025
대구광역시 달서구이곡동 1306-6,이곡동 1306-6,35.8576,128.5147694
대구광역시 달서구이곡동 1189,이곡동 1189,35.85774167,128.5006833
대구광역시 달서구이곡동 1189,이곡동 1189,35.85615833,128.5003056
대구광역시 달서구이곡동 1301-2,이곡동 1301-2,35.8544,128.5146806
대구광역시 달서구호산동 357-60,호산동 357-60,35.84951944,128.4843833
대구광역시 달서구두류동 804-256,두류동 804-256,35.85749444,128.5711889
대구광역시 달서구성당동 84-4,성당동 84-4,35.85125833,128.5695556
대구광역시 달서구성당동 707-1,성당동 707-1,35.84519722,128.5453556
대구광역시 달서구성당동 706-1,성당동 706-1,35.84576389,128.5453333
대구광역시 달서구호산동 120,호산동 120,35.85518333,128.4784611
대구광역시 달서구상인1동 1-39,상인1동 1-39,35.82483056,128.5382361
대구광역시 달서구유천동 403-4,유천동 403-4,35.81240556,128.5161722
대구광역시 달서구월성동 87,월성동 87,35.82825278,128.5296694
대구광역시 달서구이곡동 1189,이곡동 1189,35.858665,128.5005574
대구광역시 달서구이곡동 1191-2,이곡동 1191-2,35.85662222,128.5007722
대구광역시 달서구대곡동 20-6,대곡동 20-6,35.80651667,128.5115278
대구광역시 달서구상인동 1562,상인동 1562,35.811496,128.551367
대구광역시 달서구두류동 857-11,두류동 857-11,35.86104722,128.5705889
대구광역시 달서구두류동 1198,두류동 1198,35.86149444,128.5727861
대구광역시 달서구두류동 1202-28,두류동 1202-28,35.85983056,128.5732528
대구광역시 달서구본리동 88-4,본리동 88-4,35.83991944,128.5415694
대구광역시 달서구본리동 1205,본리동 1205,35.84046389,128.5290917
대구광역시 달서구장기동 814-2,장기동 814-2,35.84652222,128.5272583
대구광역시 달서구용산2동 505-2외 2필지,용산2동 505-2외 2필지,35.86102222,128.5197917
대구광역시 달서구이곡1동 1327,이곡1동 1327,35.86076111,128.5104361
대구광역시 달서구이곡1동 1304-6,이곡1동 1304-6,35.85701111,128.5148472
"대구광역시 달서구이곡2동 1165-1,1167","이곡2동 1165-1,1167",35.85938333,128.5002611
대구광역시 달서구호림동 13-11,호림동 13-11,35.83650556,128.48875
대구광역시 달서구호림동 1-6,호림동 1-6,35.83822778,128.4787056
대구광역시 달서구호산동 714,호산동 714,35.842518,128.488925
대구광역시 달서구호산동 349,호산동 349,35.85254444,128.4784833
대구광역시 달서구호산동 357-60,호산동 357-60,35.84881111,128.4833833
대구광역시 달서구월성1동 739,월성1동 739,35.82733889,128.5249806
대구광역시 달서구월성1동 611-2,월성1동 611-2,35.82407778,128.5272917
대구광역시 달서구월성1동 611-2,월성1동 611-2,35.82368333,128.5263028
대구광역시 달서구월성2동 58-1,월성2동 58-1,35.83663611,128.5243806
대구광역시 달서구대천동 900,대천동 900,35.83436111,128.4841611
대구광역시 달서구대천동 900-2,대천동 900-2,35.83210833,128.4871278
대구광역시 달서구유천동 598,유천동 598,35.8147,128.5159389
대구광역시 달서구도원동 670,도원동 670,35.80565,128.5473139
대구광역시 달서구두류3동 473-16,두류3동 473-16,35.8564,128.5582444
대구광역시 달서구두류3동 485-4,두류3동 485-4,35.85564167,128.5566333
대구광역시 달서구본리동 404-2,본리동 404-2,35.83875556,128.5358806
대구광역시 달서구감삼동 337-13,감삼동 337-13,35.84362778,128.5388028
대구광역시 달서구장기동 534-1,장기동 534-1,35.8440097,128.5325291
대구광역시 달서구용산1동 913,용산1동 913,35.86039722,128.530425
대구광역시 달서구이곡1동 1000-161,이곡1동 1000-161,35.85030278,128.5142917
대구광역시 달서구신당동 1708-8,신당동 1708-8,35.85754167,128.4941056
대구광역시 달서구월성1동 1441,월성1동 1441,35.82268611,128.5223028
대구광역시 달서구유천동 87,유천동 87,35.8157485,128.5159497
대구광역시 달서구대곡동 1023,대곡동 1023,35.80737778,128.5210056
대구광역시 달서구대곡동 1025,대곡동 1025,35.80636389,128.5210944
대구광역시 달서구진천동 470-28,진천동 470-28,35.809912,128.521396
대구광역시 달서구상인1동 119-25,상인1동 119-25,35.82163611,128.5310694
대구광역시 달서구상인1동 831,상인1동 831,35.81812778,128.547725
대구광역시 달서구상인2동 1473,상인2동 1473,35.812525,128.5405139
대구광역시 달서구상인2동 592,상인2동 592,35.814882,128.540301
대구광역시 달서구상인3동 1589-1,상인3동 1589-1,35.80612222,128.5511028
대구광역시 달서구상인3동 1560,상인3동 1560,35.811325,128.5493472
대구광역시 달서구상인3동 1216-2,상인3동 1216-2,35.809226,128.55021
대구광역시 달서구송현1동 1967-5,송현1동 1967-5,35.82372222,128.5521444
대구광역시 달서구송현2동 892-21,송현2동 892-21,35.82243611,128.5443583
대구광역시 달서구본동 275-1,본동 275-1,35.83516389,128.5447583
대구광역시 달서구두류2동 80-6,두류2동 80-6,35.85893889,128.5674222
대구광역시 달서구본리동 1215-3,본리동 1215-3,35.8381332,128.5293503
대구광역시 달서구본리동 27,본리동 27,35.8423473,128.5381135
대구광역시 달서구본리동 664-2,본리동 664-2,35.838625,128.533325
대구광역시 달서구본리동 1150-9,본리동 1150-9,35.838246,128.540543
대구광역시 달서구본리동 355-8,본리동 355-8,35.838265,128.538752
대구광역시 달서구본리동 568-7,본리동 568-7,35.83858333,128.5314583
대구광역시 달서구본리동 562-2,본리동 562-2,35.839388,128.532203
대구광역시 달서구감삼동 48-15,감삼동 48-15,35.85371944,128.5429667
대구광역시 달서구죽전동 379-10,죽전동 379-10,35.853133,128.536627
대구광역시 달서구장기동 552-17,장기동 552-17,35.842569,128.532997
대구광역시 달서구장기동 270-19,장기동 270-19,35.847629,128.52129
대구광역시 달서구용산1동 953-4,용산1동 953-4,35.85492222,128.5308472
대구광역시 달서구용산1동 860-8,용산1동 860-8,35.85693056,128.5323694
대구광역시 달서구용산2동 412-3,용산2동 412-3,35.85316667,128.517925
대구광역시 달서구용산2동 416-4,용산2동 416-4,35.85701944,128.5189361
대구광역시 달서구이곡1동 1336-7,이곡1동 1336-7,35.861284,128.512827
대구광역시 달서구이곡1동 1347-1,이곡1동 1347-1,35.86083611,128.5126583
대구광역시 달서구이곡1동 1349-5,이곡1동 1349-5,35.86015833,128.5130694
대구광역시 달서구이곡1동 1328,이곡1동 1328,35.86078611,128.5086806
대구광역시 달서구이곡1동 1329,이곡1동 1329,35.85990278,128.5099139
대구광역시 달서구이곡1동 1306-7,이곡1동 1306-7,35.85730833,128.5113806
대구광역시 달서구이곡1동 139,이곡1동 139,35.85709444,128.5090583
대구광역시 달서구이곡1동 1301-4,이곡1동 1301-4,35.85365278,128.5151694
대구광역시 달서구갈산동 산51-11,갈산동 산51-11,35.84156389,128.5053278
대구광역시 달서구신당동 1693-18,신당동 1693-18,35.85975,128.4985944
대구광역시 달서구신당동 312-9,신당동 312-9,35.85110833,128.4978722
대구광역시 달서구신당동 489,신당동 489,35.85680278,128.4973389
대구광역시 달서구신당동 1734-12,신당동 1734-12,35.85824444,128.4952833
대구광역시 달서구월성2동 1794-3,월성2동 1794-3,35.8349768,128.5234405
대구광역시 달서구진천동 482-36,진천동 482-36,35.81113056,128.5255694
대구광역시 달서구대곡동 산 154-1,대곡동 산 154-1,35.80621111,128.5119167
대구광역시 달서구상인2동 1420,상인2동 1420,35.81365833,128.538625
대구광역시 달서구상인2동 1398-12,상인2동 1398-12,35.81799722,128.5373917
대구광역시 달서구도원동 1437-2,도원동 1437-2,35.80771111,128.5361917
대구광역시 달서구송현1동 1948-2,송현1동 1948-2,35.822875,128.5480806
대구광역시 달서구송현1동 1951-27,송현1동 1951-27,35.820331,128.551221
대구광역시 달서구송현1동 296,송현1동 296,35.830964,128.559216
대구광역시 달서구송현1동 1989,송현1동 1989,35.82809167,128.5565667
대구광역시 달서구송현1동 2007-27,송현1동 2007-27,35.83125556,128.5563889
대구광역시 달서구송현1동 2005-12,송현1동 2005-12,35.830234,128.556661
대구광역시 달서구송현1동 1964-37,송현1동 1964-37,35.82498611,128.5516222
대구광역시 달서구송현1동 1980-11,송현1동 1980-11,35.829817,128.553289
대구광역시 달서구송현1동 1994-12,송현1동 1994-12,35.82971667,128.5564111
대구광역시 달서구송현2동 1904-3,송현2동 1904-3,35.83058889,128.5494556
대구광역시 달서구송현2동 183-40,송현2동 183-40,35.83315556,128.5513667
대구광역시 달서구송현2동 171-15,송현2동 171-15,35.8322911,128.5486562
대구광역시 달서구송현2동 135-2,송현2동 135-2,35.834985,128.553399
대구광역시 달서구송현2동 580-2,송현2동 580-2,35.83023333,128.5459806
대구광역시 달서구송현2동 142-7,송현2동 142-7,35.83336389,128.5528444
대구광역시 달서구송현2동 72-2,송현2동 72-2,35.836275,128.5527889
대구광역시 달서구송현2동 555-1,송현2동 555-1,35.830732,128.548022
대구광역시 달서구송현2동 1925-12,송현2동 1925-12,35.8288591,128.5479654
대구광역시 달서구송현2동 530-29,송현2동 530-29,35.83339722,128.5452694
대구광역시 달서구송현2동 1912-10,송현2동 1912-10,35.82533333,128.5445361
대구광역시 달서구본동 944-3,본동 944-3,35.83388611,128.5366472
대구광역시 달서구본동 903-1,본동 903-1,35.83504722,128.5351694
대구광역시 달서구본동 775,본동 775,35.83658,128.541308
대구광역시 달서구본동 1023,본동 1023,35.835975,128.5376917
대구광역시 달서구본동 699-1,본동 699-1,35.8362201,128.5314533
대구광역시 달서구성당동 540,성당동 540,35.843959,128.553529
대구광역시 달서구성당동 826-35,성당동 826-35,35.838,128.5507556
대구광역시 달서구성당동 695-133,성당동 695-133,35.84764444,128.5461111
대구광역시 달서구성당동 390-4,성당동 390-4,35.839949,128.551461
대구광역시 달서구성당동 129-7,성당동 129-7,35.8466068,128.5648696
